"Book","DMC","TechName","IssueNumber","IssueYear","IssueMonth","IssueDay","DMC_ID","EMODBuild","ICNCollection","ICNCount"
"AMM","DMC-1KC46-A-28-13-1200-08A0A-720A-A","Body Tank Vent Override (Isolation) Valve Actuator Installation","004","2018","04","22","PDC48B6E66F737A25BD3AFCB7D30C3D2","","ICN-81205-KA28130059-002-01,ICN-81205-KA28130060-002-01,ICN-81205-KA28130061-002-01,ICN-81205-KA28210005-002-01,ICN-81205-KA28210006-002-01,ICN-81205-KA28210046-002-01","6"
"AMM","DMC-1KC46-A-28-13-1300-01A0A-010A-A","BODY TANK CLIMB/DIVE CABIN SENSE LINE CHECK VALVE - REMOVAL/INSTALLATION","005","2017","12","22","BE34BAD9978E65062F62AC2D0AAFD0E8","","","0"
"AMM","DMC-1KC46-A-28-13-1300-02A0A-520A-A","Body Tank Climb/Dive Cabin Sense Line Check Valve Removal","005","2017","10","22","E9A22FFCB567A34219979A213F647099","","ICN-81205-KA28130032-001-01,ICN-81205-KA28130033-002-01,ICN-81205-KA28130062-002-01","3"
"AMM","DMC-1KC46-A-28-13-1300-03A0A-720A-A","Body Tank Climb/Dive Cabin Sense Line Check Valve Installation","007","2018","04","22","B47246F68D1EE4AF256F153EB761F562","","ICN-81205-KA28130032-001-01,ICN-81205-KA28130033-002-01,ICN-81205-KA28130062-002-01","3"
"AMM","DMC-1KC46-A-28-13-1300-04A0A-010A-A","BODY TANK CLIMB/DIVE CABIN SENSE LINE CHECK VALVE - ADJUSTMENT/TEST","001","2017","08","22","FE411BEC456C9C2669B606CB96A55DC2","","","0"
"AMM","DMC-1KC46-A-28-13-1300-05A0A-320A-A","Body Tank Climb/Dive Cabin Sense Line Check Valve Operational Test","004","2018","04","22","N1D615FCC37DDBFF35E01F5E38760A27","","ICN-81205-KA28130063-002-01","1"
"AMM","DMC-1KC46-A-28-13-1300-06A0A-520A-A","Body Tank Climb/Dive Check Valve, Flame Arrestor, Tube Assembly and Air Filter Removal","002","2018","04","22","PA64D9E5363B67B255AF6497AA573085","","ICN-81205-KA28130032-001-01,ICN-81205-KA28130033-002-01,ICN-81205-KA28130062-002-01,ICN-81205-KA28130064-001-01,ICN-81205-KA28130065-001-01,ICN-81205-KA28130066-002-01","6"
"AMM","DMC-1KC46-A-28-13-1300-07A0A-720A-A","Body Tank Climb/Dive Check Valve, Flame Arrestor, Tube Assembly and Air Filter Installation","002","2018","04","22","D0676D8986589296D09CDFFC3411C88E","","ICN-81205-KA28130032-001-01,ICN-81205-KA28130033-002-01,ICN-81205-KA28130062-002-01","3"
"AMM","DMC-1KC46-A-28-13-1400-01A0A-010A-A","BODY TANK PRESSURE RELIEF CHECK VALVE - REMOVAL/INSTALLATION","001","2016","12","22","J1A916D2729671C648505191D45C8D10","","","0"
"AMM","DMC-1KC46-A-28-13-1400-02A0A-520A-A","Body Tank Pressure Relief Check Valve Removal","004","2018","04","22","K83AE4D40157D354E1F947E053EBE02B","","ICN-81205-KA28130038-002-01,ICN-81205-KA28130039-002-01,ICN-81205-KA28140161-001-01,ICN-81205-KA28140162-001-01","4"
"AMM","DMC-1KC46-A-28-13-1400-03A0A-720A-A","Body Tank Pressure Relief Check Valve Installation","004","2018","04","22","AA57F359846406378484DDC0F37F7899","","ICN-81205-KA28130038-002-01,ICN-81205-KA28130039-002-01,ICN-81205-KA28140161-001-01,ICN-81205-KA28140162-001-01","4"
"AMM","DMC-1KC46-A-28-13-1400-04A0A-010A-A","BODY TANK PRESSURE RELIEF CHECK VALVE - ADJUSTMENT/TEST","001","2017","08","22","K1BFFA88A13E1E3196F46C68FBB7541F","","","0"
"AMM","DMC-1KC46-A-28-13-1400-06A0A-921A-A","Body Tank Pressure Relief Check Valve (Discard) Replacement","002","2017","12","22","DEB897B6294AC11A1F1478E19A742C54","","","0"
"AMM","DMC-1KC46-A-28-14-0000-01A0A-010A-A","BODY TANK - MAINTENANCE PRACTICES","002","2016","12","22","LCDE8F630D84E30AEFCABFEFD68201DC","","","0"
"AMM","DMC-1KC46-A-28-14-0000-02A0A-010A-A","BODY TANK - ADJUSTMENT/TEST","006","2017","12","22","D309955DF9C266F791145C230594F8B8","","","0"
"AMM","DMC-1KC46-A-28-14-0000-03A0A-010A-A","BODY TANK - INSPECTION/CHECK","005","2017","08","22","O3A5939CD4882A89BC43674143B877E7","","","0"
"AMM","DMC-1KC46-A-28-14-0000-04A0A-042A-A","BODY TANK - DESCRIPTION AND OPERATION","005","2017","08","22","O22C146E27123B9F067959B00271723E","","ICN-81205-KA28140166-002-01,ICN-81205-KA28140167-002-01,ICN-81205-KA28140168-002-01,ICN-81205-KA28140169-002-01,ICN-81205-KA28140170-002-01,ICN-81205-KA28140171-002-01,ICN-81205-KA28140172-002-01,ICN-81205-KA28140173-002-01,ICN-81205-KA28140174-002-01,ICN-81205-KA28140175-002-01,ICN-81205-KA28140176-002-01","11"
"AMM","DMC-1KC46-A-28-14-0000-05A0A-280A-A","Interspace and Shroud Drain Air Pressure Leak Check","005","2018","04","22","J09228537E1F36FC2C5BF0C5917842A3","","ICN-81205-KA28140183-002-01,ICN-81205-KA28140184-002-01,ICN-81205-KA28140185-002-01,ICN-81205-KA28140187-002-01,ICN-81205-KA28140188-002-01,ICN-81205-KA28140189-002-01,ICN-81205-KA28140190-002-01,ICN-81205-KA28140208-002-01","8"
"AMM","DMC-1KC46-A-28-14-0000-06A0A-280A-A","Sump Drain Air Pressure Leak Check","004","2017","04","22","M39D8E3F19D9B9B48BE134E42A1DD04E","","ICN-81205-KA28140191-002-01,ICN-81205-KA28140192-002-01","2"
"AMM","DMC-1KC46-A-28-14-0000-07A0A-280A-A","NEADS Line Air Pressure Check","004","2017","04","22","L4AA82DC385DAA220F3B91B4FC52CA38","","ICN-81205-KA28140193-002-01,ICN-81205-KA28140194-002-01,ICN-81205-KA28140195-002-01","3"
"AMM","DMC-1KC46-A-28-14-0000-08A0A-320A-A","Body Tank Operational Test","004","2018","04","22","M7854DB0856FC50D62450E1FB00860D1","","","0"
"AMM","DMC-1KC46-A-28-14-0000-09A0A-320A-A","Body Tank Fueling Shutoff Valves Operational Test","007","2018","04","22","BA1D77BAB0F40EB363F43FDEF183D5E0","","","0"
"AMM","DMC-1KC46-A-28-14-0000-10A0A-320A-A","Body Tank Fuel Pump Ground Fault Interrupter (GFI) Control Relays Built-In Test (BIT) Operational Test","006","2018","04","22","P23299F3914784F5F2172AE3FDE302C5","","","0"
"AMM","DMC-1KC46-A-28-14-0000-11A0A-320A-A","Body Tank High Level Sensor Operational Test","005","2017","08","22","H6F2C5A5A34BC1340F290967CC623386","","","0"
"AMM","DMC-1KC46-A-28-14-0000-12A0A-343A-A","Body Tank Controller (BTC) Over-pressure Test (MBIT)","003","2016","12","22","HE9BA3D60CCC4917F687E95E6D791C5E","","","0"
"AMM","DMC-1KC46-A-28-14-0000-13A0A-900A-A","Body Tank Fuel Transfer Line Purging","005","2017","08","22","P39263CE16F3565D4B27E4F10E918AD5","","ICN-81205-KA28140177-002-01,ICN-81205-KA28140178-002-01,ICN-81205-KA28140179-002-01,ICN-81205-KA28140180-002-01,ICN-81205-KA28140181-002-01,ICN-81205-KA28140182-002-01","6"
"AMM","DMC-1KC46-A-28-14-0000-14A0A-280A-A","Body Tank Inner Wall Inspection","003","2017","12","22","MBB04A6C6125CBD217819D27D3CDE4E2","","ICN-81205-KA28110074-001-01,ICN-81205-KA28110075-001-01,ICN-81205-KA28110076-001-01,ICN-81205-KA28110077-001-01","4"
"AMM","DMC-1KC46-A-28-14-0000-15A0A-320A-A","Body Tank Operational Test ","003","2018","04","22","IB7B3D3CDD3D796D9201DB8A9D87E018","","ICN-81205-KA28140199-002-01,ICN-81205-KA28140200-002-01","2"
"AMM","DMC-1KC46-A-28-14-0000-16A0A-340A-A","Body Tank Fuel Pump Failed On Protection System Functional Test","005","2018","04","22","D0BDCE73B28B397A08338DADD5811360","","","0"
"AMM","DMC-1KC46-A-28-14-0000-18A0A-320A-A","Body Tank Refuel Isolation Valve Operational Test","002","2017","04","22","M3B96FF21D89B8C16CBE688C3BECA1CA","","ICN-81205-KA28140207-002-01","1"
"AMM","DMC-1KC46-A-28-14-0000-19A0A-310A-A","Inspection (General Visual) of the Body Tank Breakaway Valve","001","2017","04","22","AA9E8E7D1D82D3F030F40A7DD3B9E87C","","","0"
"AMM","DMC-1KC46-A-28-14-0000-20A0A-343A-A","Body Tank Float Valve Onload Test (CMC IBIT)","001","2017","04","22","CA78D6A345598A5C37AEA4E5814D687B","","","0"
"AMM","DMC-1KC46-A-28-14-0000-21A0A-320A-A","Body Tank Transfer (Dead Band) Control Float Valves Operational Test","003","2018","04","22","B6638F2748FFC1F649672031C5B42BE4","","","0"
"AMM","DMC-1KC46-A-28-14-0000-22A0A-340A-A","Body Fuel Tank Transfer Pump Discharge Check Valve Functional Test","003","2018","04","22","DA9DF4BAADDE840C417302FEE6B0A1D8","","ICN-81205-KA28140109-001-01,ICN-81205-KA28140110-002-01","2"
"AMM","DMC-1KC46-A-28-14-0000-23A0A-364A-A","Body Fuel Tank (BFT) Pressure Fueling Shut-Off Valves (PFSOV) Leak Test","002","2018","04","22","MEED6F80BBB12C774DBE9C76CE0FD05C","","ICN-81205-KA28140183-002-01,ICN-81205-KA28140184-002-01,ICN-81205-KA28140185-002-01,ICN-81205-KA28140187-002-01,ICN-81205-KA28140188-002-01,ICN-81205-KA28140189-002-01,ICN-81205-KA28140190-002-01,ICN-81205-KA28140208-002-01","8"
"AMM","DMC-1KC46-A-28-14-0100-01A0A-010A-A","BODY FUEL TANK CELL 1 - REMOVAL/INSTALLATION","002","2016","12","22","M3F9D338294D090039DF024C985F343C","","","0"
"AMM","DMC-1KC46-A-28-14-0100-02A0A-520A-A","Body Fuel Tank Cell 1 Removal ","007","2018","04","22","D7011093A366CA2D55EDC66DE17003BB","","ICN-81205-KA28140006-001-01,ICN-81205-KA28140007-001-01,ICN-81205-KA28140008-001-01,ICN-81205-KA28140009-001-01,ICN-81205-KA28140010-001-01,ICN-81205-KA28140011-001-01,ICN-81205-KA28140014-002-01,ICN-81205-KA28140015-002-01,ICN-81205-KA28140016-002-01,ICN-81205-KA28140017-001-01,ICN-81205-KA28140018-001-01,ICN-81205-KA28140019-002-01,ICN-81205-KA28140201-002-01,ICN-81205-KA28140209-002-01,ICN-81205-KA28140210-002-01,ICN-81205-KA28140211-002-01,ICN-81205-KA28140212-002-01,ICN-81205-KA28140213-002-01,ICN-81205-KA28140214-002-01","19"
"AMM","DMC-1KC46-A-28-14-0100-03A0A-720A-A","Body Fuel Tank Cell 1 Installation","009","2018","04","22","K018A0ABC8E29B41F082FF4C2A53F13E","","ICN-81205-KA28140001-001-01,ICN-81205-KA28140002-001-01,ICN-81205-KA28140003-001-01,ICN-81205-KA28140004-002-01,ICN-81205-KA28140005-001-01,ICN-81205-KA28140006-001-01,ICN-81205-KA28140007-001-01,ICN-81205-KA28140008-001-01,ICN-81205-KA28140009-001-01,ICN-81205-KA28140010-001-01,ICN-81205-KA28140011-001-01,ICN-81205-KA28140014-002-01,ICN-81205-KA28140015-002-01,ICN-81205-KA28140016-002-01,ICN-81205-KA28140017-001-01,ICN-81205-KA28140018-001-01,ICN-81205-KA28140019-002-01,ICN-81205-KA28140020-001-01,ICN-81205-KA28140021-002-01,ICN-81205-KA28140022-001-01,ICN-81205-KA28140023-001-01,ICN-81205-KA28140024-001-01,ICN-81205-KA28140025-002-01,ICN-81205-KA28140201-002-01,ICN-81205-KA28140209-002-01,ICN-81205-KA28140210-002-01,ICN-81205-KA28140211-002-01,ICN-81205-KA28140212-002-01,ICN-81205-KA28140213-002-01,ICN-81205-KA28140214-002-01","30"
"AMM","DMC-1KC46-A-28-14-0100-04A0A-870A-A","Prepare for the Body Tank Removal","009","2018","04","22","FDA1C6490C2D16BCD9D390A106ECA463","","ICN-81205-KA28140001-001-01,ICN-81205-KA28140002-001-01,ICN-81205-KA28140003-001-01,ICN-81205-KA28140004-002-01,ICN-81205-KA28140005-001-01","5"
"AMM","DMC-1KC46-A-28-14-0100-05A0A-870A-A","Put the Airplane Back to Its Usual Condition","005","2017","12","22","P43588D5FD2DBEB4F30EF5F50FF794DD","","","0"
"AMM","DMC-1KC46-A-28-14-0200-01A0A-010A-A","BODY FUEL TANK CELL 2 - REMOVAL/INSTALLATION","002","2016","12","22","N6189D4DF501A56893FCF4F25B3FB138","","","0"
"AMM","DMC-1KC46-A-28-14-0200-02A0A-520A-A","Body Fuel Tank Cell 2 Removal","008","2018","04","22","E2DF94FE3BB751EABE929791A2EE621A","","ICN-81205-KA28140026-001-01,ICN-81205-KA28140027-001-01,ICN-81205-KA28140028-001-01,ICN-81205-KA28140029-002-01,ICN-81205-KA28140030-001-01,ICN-81205-KA28140031-001-01,ICN-81205-KA28140032-001-01,ICN-81205-KA28140033-001-01,ICN-81205-KA28140034-001-01,ICN-81205-KA28140035-001-01,ICN-81205-KA28140038-002-01,ICN-81205-KA28140039-002-01,ICN-81205-KA28140040-002-01,ICN-81205-KA28140041-001-01,ICN-81205-KA28140042-001-01,ICN-81205-KA28140043-002-01,ICN-81205-KA28140202-002-01,ICN-81205-KA28140215-002-01,ICN-81205-KA28140216-002-01,ICN-81205-KA28140217-002-01,ICN-81205-KA28140218-002-01,ICN-81205-KA28140219-002-01,ICN-81205-KA28140220-002-01","23"
"AMM","DMC-1KC46-A-28-14-0200-03A0A-720A-A","Body Fuel Tank Cell 2 Installation","009","2018","04","22","C6D034B6E909A063356D0AE9ABC971DC","","ICN-81205-KA28140006-001-01,ICN-81205-KA28140007-001-01,ICN-81205-KA28140008-001-01,ICN-81205-KA28140009-001-01,ICN-81205-KA28140010-001-01,ICN-81205-KA28140011-001-01,ICN-81205-KA28140026-001-01,ICN-81205-KA28140027-001-01,ICN-81205-KA28140028-001-01,ICN-81205-KA28140029-002-01,ICN-81205-KA28140030-001-01,ICN-81205-KA28140031-001-01,ICN-81205-KA28140032-001-01,ICN-81205-KA28140033-001-01,ICN-81205-KA28140034-001-01,ICN-81205-KA28140035-001-01,ICN-81205-KA28140038-002-01,ICN-81205-KA28140039-002-01,ICN-81205-KA28140040-002-01,ICN-81205-KA28140041-001-01,ICN-81205-KA28140042-001-01,ICN-81205-KA28140043-002-01,ICN-81205-KA28140044-001-01,ICN-81205-KA28140045-002-01,ICN-81205-KA28140046-001-01,ICN-81205-KA28140047-001-01,ICN-81205-KA28140048-001-01,ICN-81205-KA28140049-001-01,ICN-81205-KA28140050-002-01,ICN-81205-KA28140051-001-01,ICN-81205-KA28140052-002-01,ICN-81205-KA28140202-002-01,ICN-81205-KA28140215-002-01,ICN-81205-KA28140216-002-01,ICN-81205-KA28140217-002-01,ICN-81205-KA28140218-002-01,ICN-81205-KA28140219-002-01,ICN-81205-KA28140220-002-01","38"
"AMM","DMC-1KC46-A-28-14-0200-04A0A-870A-A","Prepare for the Body Tank Removal","009","2018","04","22","G731AC7E7EA69C2077F16BE6CB4E7D3F","","ICN-81205-KA28140026-001-01,ICN-81205-KA28140027-001-01,ICN-81205-KA28140028-001-01,ICN-81205-KA28140029-002-01,ICN-81205-KA28140030-001-01","5"
"AMM","DMC-1KC46-A-28-14-0200-05A0A-870A-A","Put the Airplane Back to Its Usual Condition","002","2016","12","22","PCEA71B329B1124CD37E9C34E96A9B82","","","0"
"AMM","DMC-1KC46-A-28-14-0300-01A0A-010A-A","BODY FUEL TANK CELL 3 - REMOVAL/INSTALLATION","002","2016","12","22","F5CC80DA64AAC7EE2517B57F14D755D8","","","0"
"AMM","DMC-1KC46-A-28-14-0300-02A0A-520A-A","Body Fuel Tank Cell 3 Removal ","008","2018","04","22","CF9BF86D091E8911A867C5E111E3DEE7","","ICN-81205-KA28140053-001-01,ICN-81205-KA28140054-001-01,ICN-81205-KA28140055-001-01,ICN-81205-KA28140056-002-01,ICN-81205-KA28140057-001-01,ICN-81205-KA28140058-001-01,ICN-81205-KA28140059-001-01,ICN-81205-KA28140060-001-01,ICN-81205-KA28140061-001-01,ICN-81205-KA28140062-001-01,ICN-81205-KA28140065-002-01,ICN-81205-KA28140066-002-01,ICN-81205-KA28140067-002-01,ICN-81205-KA28140068-001-01,ICN-81205-KA28140069-001-01,ICN-81205-KA28140070-002-01,ICN-81205-KA28140203-002-01,ICN-81205-KA28140221-002-01,ICN-81205-KA28140222-002-01,ICN-81205-KA28140223-002-01,ICN-81205-KA28140224-002-01,ICN-81205-KA28140225-002-01,ICN-81205-KA28140226-002-01","23"
"AMM","DMC-1KC46-A-28-14-0300-03A0A-720A-A","Body Fuel Tank Cell 3 Installation","009","2018","04","22","J76BE0FDFD291345EC898DAF6F8D65BA","","ICN-81205-KA28140006-001-01,ICN-81205-KA28140007-001-01,ICN-81205-KA28140008-001-01,ICN-81205-KA28140009-001-01,ICN-81205-KA28140010-001-01,ICN-81205-KA28140011-001-01,ICN-81205-KA28140053-001-01,ICN-81205-KA28140054-001-01,ICN-81205-KA28140055-001-01,ICN-81205-KA28140056-002-01,ICN-81205-KA28140057-001-01,ICN-81205-KA28140058-001-01,ICN-81205-KA28140059-001-01,ICN-81205-KA28140060-001-01,ICN-81205-KA28140061-001-01,ICN-81205-KA28140062-001-01,ICN-81205-KA28140065-002-01,ICN-81205-KA28140066-002-01,ICN-81205-KA28140067-002-01,ICN-81205-KA28140068-001-01,ICN-81205-KA28140069-001-01,ICN-81205-KA28140070-002-01,ICN-81205-KA28140071-001-01,ICN-81205-KA28140072-002-01,ICN-81205-KA28140073-001-01,ICN-81205-KA28140074-001-01,ICN-81205-KA28140075-001-01,ICN-81205-KA28140076-001-01,ICN-81205-KA28140077-001-01,ICN-81205-KA28140078-001-01,ICN-81205-KA28140079-002-01,ICN-81205-KA28140203-002-01,ICN-81205-KA28140221-002-01,ICN-81205-KA28140222-002-01,ICN-81205-KA28140223-002-01,ICN-81205-KA28140224-002-01,ICN-81205-KA28140225-002-01,ICN-81205-KA28140226-002-01","38"
"AMM","DMC-1KC46-A-28-14-0300-04A0A-870A-A","Prepare for the Body Tank Removal ","009","2018","04","22","H23FB2072D91987DCD32E34E9CC6EA2F","","ICN-81205-KA28140053-001-01,ICN-81205-KA28140054-001-01,ICN-81205-KA28140055-001-01,ICN-81205-KA28140056-002-01,ICN-81205-KA28140057-001-01","5"
"AMM","DMC-1KC46-A-28-14-0300-05A0A-870A-A","Put the Airplane Back to Its Usual Condition","002","2016","12","22","G9F567E0CA476AAE974D3A9DAA6BFE86","","","0"
"AMM","DMC-1KC46-A-28-14-0400-01A0A-010A-A","BODY FUEL TANK CELL 4 - REMOVAL/INSTALLATION","002","2016","12","22","H95471EDBF1E1BDCF1E1F9E06425CB9E","","","0"
"AMM","DMC-1KC46-A-28-14-0400-02A0A-520A-A","Body Fuel Tank Cell 4 Removal ","006","2018","04","22","P0416B52A4DC87B741C75F15C26C665C","","ICN-81205-KA28140085-001-01,ICN-81205-KA28140086-001-01,ICN-81205-KA28140087-001-01,ICN-81205-KA28140088-001-01,ICN-81205-KA28140089-001-01,ICN-81205-KA28140090-001-01,ICN-81205-KA28140091-001-01,ICN-81205-KA28140094-002-01,ICN-81205-KA28140095-002-01,ICN-81205-KA28140096-002-01,ICN-81205-KA28140097-001-01,ICN-81205-KA28140098-001-01,ICN-81205-KA28140099-002-01,ICN-81205-KA28140204-002-01,ICN-81205-KA28140227-002-01,ICN-81205-KA28140228-002-01,ICN-81205-KA28140229-002-01,ICN-81205-KA28140230-002-01,ICN-81205-KA28140231-002-01,ICN-81205-KA28140232-002-01","20"
"AMM","DMC-1KC46-A-28-14-0400-03A0A-720A-A","Body Fuel Tank Cell 4 Installation","009","2018","04","22","MD8332AB5627AF2A3511B30A65E60251","","ICN-81205-KA28140006-001-01,ICN-81205-KA28140007-001-01,ICN-81205-KA28140008-001-01,ICN-81205-KA28140009-001-01,ICN-81205-KA28140010-001-01,ICN-81205-KA28140011-001-01,ICN-81205-KA28140080-001-01,ICN-81205-KA28140081-001-01,ICN-81205-KA28140082-001-01,ICN-81205-KA28140083-002-01,ICN-81205-KA28140084-001-01,ICN-81205-KA28140085-001-01,ICN-81205-KA28140086-001-01,ICN-81205-KA28140087-001-01,ICN-81205-KA28140088-001-01,ICN-81205-KA28140089-001-01,ICN-81205-KA28140090-001-01,ICN-81205-KA28140091-001-01,ICN-81205-KA28140094-002-01,ICN-81205-KA28140095-002-01,ICN-81205-KA28140096-002-01,ICN-81205-KA28140097-001-01,ICN-81205-KA28140098-001-01,ICN-81205-KA28140099-002-01,ICN-81205-KA28140100-001-01,ICN-81205-KA28140101-002-01,ICN-81205-KA28140102-001-01,ICN-81205-KA28140103-001-01,ICN-81205-KA28140104-001-01,ICN-81205-KA28140105-001-01,ICN-81205-KA28140106-002-01,ICN-81205-KA28140204-002-01,ICN-81205-KA28140227-002-01,ICN-81205-KA28140228-002-01,ICN-81205-KA28140229-002-01,ICN-81205-KA28140230-002-01,ICN-81205-KA28140231-002-01,ICN-81205-KA28140232-002-01","38"
"AMM","DMC-1KC46-A-28-14-0400-04A0A-870A-A","Prepare for the Body Tank Removal ","009","2018","04","22","M1D04A9A4950353571D79A58A0449118","","ICN-81205-KA28140080-001-01,ICN-81205-KA28140081-001-01,ICN-81205-KA28140082-001-01,ICN-81205-KA28140083-002-01,ICN-81205-KA28140084-001-01","5"
"AMM","DMC-1KC46-A-28-14-0400-05A0A-870A-A","Put the Airplane Back to Its Usual Condition","003","2017","04","22","EBBE6FD94E1FB488EC5044F108EB4022","","","0"
"AMM","DMC-1KC46-A-28-14-0500-01A0A-010A-A","BODY TANK REFUEL SHUTOFF VALVE - REMOVAL/INSTALLATION","003","2017","12","22","IB3EE84C640F15E329EB3D0180BAE465","","","0"
"AMM","DMC-1KC46-A-28-14-0500-02A0A-520A-A","Body Tank Shutoff Valve Control Unit Removal","005","2017","12","22","F4E960ABDB119364E917535B803D0CBC","","ICN-81205-KA28140107-001-01,ICN-81205-KA28140108-002-01","2"
"AMM","DMC-1KC46-A-28-14-0500-03A0A-720A-A","Body Tank Shutoff Valve Control Unit Installation","008","2018","04","22","L4F938E32AB6A1D55927DDE25B54E258","","ICN-81205-KA28140107-001-01,ICN-81205-KA28140108-002-01","2"
"AMM","DMC-1KC46-A-28-14-0500-04A0A-520A-A","Body Tank Shutoff Valve Body Removal","004","2017","12","22","HB19411B1776EEB57BC0FE42CD6901ED","","ICN-81205-KA28140196-002-01,ICN-81205-KA28140197-002-01,ICN-81205-KA28140198-002-01","3"
"AMM","DMC-1KC46-A-28-14-0500-05A0A-720A-A","Body Tank Shutoff Valve Body Installation","007","2018","04","22","BB152E6B5DE0B55875AB67CDD5BC8A71","","ICN-81205-KA28140196-002-01,ICN-81205-KA28140197-002-01,ICN-81205-KA28140198-002-01","3"
"AMM","DMC-1KC46-A-28-14-0600-01A0A-010A-A","BODY TANK TRANSFER PUMP ISOLATION VALVE - REMOVAL/INSTALLATION","002","2016","12","22","KE394E62313E25CF47BD50E05D0BE3F5","","","0"
"AMM","DMC-1KC46-A-28-14-0600-02A0A-520A-A","Body Tank Transfer Pump Isolation Valve - Actuator Removal","004","2017","10","22","N2CF13C5DB7D002D4B3032B2CA8E6336","","ICN-81205-KA28140109-001-01,ICN-81205-KA28140110-002-01","2"
"AMM","DMC-1KC46-A-28-14-0600-03A0A-520A-A","Body Tank Transfer Pump Isolation Valve - Valve Body Removal","004","2017","04","22","BA92190BA4B5CCCE4397A5347D21212F","","ICN-81205-KA28140111-001-01,ICN-81205-KA28140112-001-01","2"
"AMM","DMC-1KC46-A-28-14-0600-04A0A-520A-A","Body Tank Transfer Pump Isolation Valve - Adapter and Shaft Assembly Removal","002","2016","12","22","G547730B02B85AA223453A424500EF61","","ICN-81205-KA28140113-001-01,ICN-81205-KA28140114-001-01,ICN-81205-KA28140115-001-01,ICN-81205-KA28140116-001-01","4"
"AMM","DMC-1KC46-A-28-14-0600-05A0A-720A-A","Body Tank Transfer Pump Isolation Valve - Actuator Installation","009","2018","04","22","L279043D71C8D299B3CC020DCA00328E","","ICN-81205-KA28140109-001-01,ICN-81205-KA28140110-002-01","2"
"AMM","DMC-1KC46-A-28-14-0600-06A0A-720A-A","Body Tank Transfer Pump Isolation Valve - Valve Body Installation","005","2018","04","22","G48F45B27E394AC880D61C9DA0C40B09","","ICN-81205-KA28140111-001-01,ICN-81205-KA28140112-001-01","2"
"AMM","DMC-1KC46-A-28-14-0600-07A0A-720A-A","Body Tank Transfer Pump Isolation Valve - Adapter and Shaft Assembly Installation","007","2018","04","22","LA428D072BE844A7B53595E5C75C0725","","ICN-81205-KA28140113-001-01,ICN-81205-KA28140114-001-01,ICN-81205-KA28140115-001-01,ICN-81205-KA28140116-001-01","4"
"AMM","DMC-1KC46-A-28-14-0700-01A0A-010A-A","BODY TANK TRANSFER PUMP - REMOVAL/INSTALLATION","002","2016","12","22","L97FAD00CE5E6D580EC6DD191ED7FCDE","","","0"
"AMM","DMC-1KC46-A-28-14-0700-02A0A-520A-A","Body Tank Transfer Pump Housing Removal","003","2016","12","22","H6901E44863FC20FF2680EDE1DDD4647","","ICN-81205-KA28140117-001-01,ICN-81205-KA28140118-001-01","2"
"AMM","DMC-1KC46-A-28-14-0700-03A0A-520A-A","Body Tank Transfer Pump Motor Impeller Removal","006","2017","12","22","A2A4388F9042BDF4A6A783630F3169D6","","ICN-81205-KA28140119-001-01,ICN-81205-KA28140120-002-01,ICN-81205-KA28140121-002-01","3"
"AMM","DMC-1KC46-A-28-14-0700-04A0A-720A-A","Body Tank Transfer Pump Housing Installation","006","2018","04","22","L52EAA4045985838DC6E4E159848156A","","ICN-81205-KA28140117-001-01,ICN-81205-KA28140118-001-01","2"
"AMM","DMC-1KC46-A-28-14-0700-05A0A-720A-A","Body Tank Transfer Pump Motor Impeller Installation","009","2018","04","22","G000CD10559D66D9049EE155B5EAEA4A","","ICN-81205-KA28140119-001-01,ICN-81205-KA28140120-002-01,ICN-81205-KA28140121-002-01","3"
"AMM","DMC-1KC46-A-28-14-0900-01A0A-010A-A","BODY TANK VENT SYSTEM FLOAT DRAIN VALVE - REMOVAL/INSTALLATION","002","2016","12","22","H735D05F49451DF1C6492C848F0F920D","","","0"
"AMM","DMC-1KC46-A-28-14-0900-02A0A-520A-A","Body Tank Vent Drain Float Valve Removal","002","2016","12","22","B8E3C164B6E820AD9CFEAD4BBE2E0ADB","","ICN-81205-KA28140124-001-01,ICN-81205-KA28140125-001-01","2"
"AMM","DMC-1KC46-A-28-14-0900-03A0A-720A-A","Body Tank Vent Drain Float Valve Installation","006","2017","12","22","H5477A0A0021273F42520C2DBB4733F9","","ICN-81205-KA28140124-001-01,ICN-81205-KA28140125-001-01","2"
"AMM","DMC-1KC46-A-28-14-1000-01A0A-010A-A","BODY TANK PRE-CHECK SOLENOID - REMOVAL/INSTALLATION","003","2017","04","22","K9F0B9312727B204E4983486BC8839A1","","","0"
"AMM","DMC-1KC46-A-28-14-1000-02A0A-520A-A","Body Tank Pre-Check Solenoid Removal","004","2016","12","22","IAC6893E2060A4F9ECA0B0660F647817","","ICN-81205-KA28140126-001-01,ICN-81205-KA28140127-001-01","2"
"AMM","DMC-1KC46-A-28-14-1000-03A0A-720A-A","Body Tank Pre-Check Solenoid Installation","009","2018","04","22","K233CB9A73E2CDDFA84232AA00FE4747","","ICN-81205-KA28140126-001-01,ICN-81205-KA28140127-001-01","2"
"AMM","DMC-1KC46-A-28-14-1000-04A0A-520A-A","Body Tank Pre-Check Solenoid And Poppet Valve Body Removal","002","2017","08","22","A561788E67CA03288F620300191297FB","","ICN-81205-KA28140234-002-01,ICN-81205-KA28140235-002-01,ICN-81205-KA28140236-002-01","3"
